compound_name,label,MW,LogP,HBD,TPSA,RingCount,RotBonds
,1,257.377,3.269,1.0,23.47,5.0,0.0
(r)-nomifensine,1,238.334,2.846,1.0,29.26,3.0,1.0
lobeline,1,337.463,4.236,1.0,40.54,3.0,6.0
nsc-60600,1,275.348,1.888,1.0,49.77,3.0,3.0
atromepine,1,303.402,2.105,1.0,49.77,3.0,4.0
schembl2108977,1,377.419,3.505,1.0,57.84,4.0,4.0
zinc4214594,1,335.234,3.642,1.0,35.83,3.0,2.0
zinc2045117,1,301.777,3.574,2.0,47.86,3.0,1.0
,0,493.542,-1.355,6.0,191.16,3.0,8.0
mecloralurea,1,221.471,0.604,3.0,61.36,0.0,1.0
,1,223.228,0.664,1.0,64.63,3.0,1.0
octriptyline,1,275.395,4.312,1.0,12.03,4.0,3.0
(r)-amedalin,1,294.398,3.622,1.0,32.34,3.0,5.0
daledalin,1,280.415,4.096,1.0,15.27,3.0,5.0
zinc1999271,1,311.494,4.912,1.0,12.03,3.0,5.0
zinc1999541,1,295.426,4.195,1.0,21.26,3.0,5.0
(r)-fluoxetine,1,309.331,4.435,1.0,21.26,2.0,6.0
,0,399.513,-0.426,5.0,122.13,3.0,8.0
,0,256.379,0.144,4.0,102.55,1.0,7.0
,0,322.442,0.269,6.0,164.82,2.0,4.0
dipivefrin (dipivefrine),0,351.443,2.842,2.0,84.86,1.0,5.0
pivenfrine,0,251.326,1.891,2.0,58.56,1.0,4.0
,0,1449.271,0.106,19.0,530.49,12.0,13.0
,0,316.427,0.986,2.0,83.58,1.0,11.0
rac-trans-sertraline,1,306.236,5.18,1.0,12.03,3.0,2.0
zinc4213203,1,168.265,1.22,1.0,24.92,2.0,1.0
tocris-1588,1,292.209,4.79,1.0,12.03,3.0,2.0
,0,539.583,-6.949,11.0,283.64,4.0,6.0
levmetamfetamine,1,149.237,1.837,1.0,12.03,1.0,3.0
365-26-4,0,181.235,1.033,3.0,52.49,1.0,3.0
,0,569.609,-7.524,12.0,297.72,3.0,9.0
"(2s,3s,4s,5s)-2-[(1r,2r,3s,4r,6s)-4,6-diamino-3-[(2s,3s,6r)-3-amino-6-(aminomethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol",0,449.549,-3.977,8.0,213.72,3.0,6.0
,0,447.533,-3.851,8.0,213.72,3.0,6.0
esketamine,1,237.73,2.898,1.0,29.1,2.0,2.0
,0,594.613,-1.436,4.0,232.03,4.0,10.0
,0,516.605,1.472,3.0,150.45,5.0,7.0
,0,517.553,-0.82,3.0,178.94,5.0,7.0
,0,481.52,-1.527,5.0,186.87,4.0,7.0
,0,568.561,0.237,2.0,198.29,3.0,11.0
,0,530.632,1.862,3.0,150.45,5.0,7.0
,0,524.585,-1.861,5.0,199.94,4.0,9.0
,0,471.473,-1.607,3.0,196.57,3.0,7.0
,0,568.634,0.153,3.0,191.61,3.0,9.0
,0,471.492,-0.392,2.0,171.74,2.0,9.0
cefetamet acid,0,397.438,-0.166,3.0,147.21,3.0,5.0
schembl3731937,0,455.474,-0.622,3.0,173.51,3.0,7.0
zinc11592808,0,510.481,-0.168,2.0,189.06,3.0,9.0
,0,357.348,-1.192,3.0,156.44,2.0,7.0
"(6s,7s)-7-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(e)-2-(4-methyl-1,3-thiazol-5-yl)ethenyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",0,506.591,1.293,3.0,160.1,4.0,7.0
"(6r,7s)-3-(acetyloxymethyl)-7-[[(2z)-2-(furan-2-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",0,423.403,-0.068,2.0,147.74,3.0,7.0
cefuroxime,0,424.391,-0.536,3.0,173.76,3.0,7.0
zinc1999439,0,523.574,0.981,3.0,177.42,4.0,8.0
schembl10363005,0,513.608,0.458,3.0,172.99,4.0,8.0
zinc38147281,0,554.592,-1.611,4.0,214.96,4.0,8.0
zinc100045075,0,584.683,0.999,4.0,197.4,4.0,10.0
zinc26892366,0,511.571,-0.87,3.0,190.81,4.0,8.0
(s)-nicardipine,0,479.533,3.678,1.0,111.01,3.0,9.0
,0,1446.182,2.841,18.0,504.47,14.0,5.0
,1,428.529,2.935,1.0,73.02,5.0,4.0
,1,613.107,4.816,1.0,108.55,6.0,7.0
,1,578.662,4.163,1.0,108.55,6.0,7.0
(r)-metomidate,1,230.267,2.279,0.0,44.12,2.0,3.0
,1,496.547,2.993,1.0,91.29,5.0,4.0
,0,365.411,-0.211,3.0,121.96,3.0,5.0
,1,271.404,3.357,0.0,12.47,5.0,1.0
schembl6789173,0,495.639,5.271,1.0,67.45,4.0,11.0
"(6s,7r)-7-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-hydroxyiminoacetyl]amino]-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",0,413.437,-0.711,4.0,167.44,3.0,6.0
,1,345.395,0.762,2.0,79.23,5.0,3.0
zinc11726762,0,449.529,1.179,2.0,108.41,4.0,5.0
sarpicillin,0,433.53,1.474,1.0,88.18,4.0,5.0
zinc8101062,1,459.558,4.881,3.0,99.88,2.0,11.0
,0,877.045,5.648,6.0,220.15,7.0,5.0
,0,849.035,4.242,6.0,205.22,6.0,4.0
,0,785.891,6.158,5.0,198.38,6.0,2.0
,0,265.309,0.476,1.0,66.84,3.0,3.0
,0,813.979,3.621,0.0,184.19,4.0,9.0
,0,687.868,1.909,3.0,165.98,4.0,6.0
,1,297.395,1.203,1.0,51.16,5.0,3.0
,0,405.496,-3.585,6.0,192.54,2.0,6.0
,0,828.006,3.013,3.0,206.05,3.0,12.0
,0,701.851,0.846,5.0,193.91,3.0,8.0
flomoxef,0,496.474,-1.291,3.0,169.0,3.0,11.0
cefmetazole,0,471.546,-0.728,2.0,163.33,3.0,9.0
moxalactam (latamoxef),0,520.48,-1.128,4.0,206.3,4.0,9.0
,0,575.632,-1.313,4.0,212.09,5.0,8.0
4406-22-8,1,423.553,3.164,2.0,62.16,8.0,4.0
,1,425.569,3.388,2.0,62.16,8.0,4.0
,0,433.313,2.313,2.0,95.94,3.0,5.0
plicamycin,1,1085.156,-0.249,11.0,358.2,8.0,15.0
,0,822.953,4.335,6.0,220.15,6.0,4.0
,0,697.778,4.754,6.0,201.31,5.0,2.0
,0,861.079,5.211,3.0,170.06,7.0,7.0
,0,843.065,2.325,4.0,195.38,4.0,11.0
"[(3s,4r,5r,6s)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate",0,612.632,3.627,5.0,200.01,4.0,8.0
unii-q1069wkm8g component lzkanmyvpjzlew-fonmrsagsa-n,1,178.512,1.852,0.0,9.23,1.0,1.0
,0,557.617,-0.359,3.0,200.63,4.0,8.0
zinc3871931,0,519.587,-1.84,4.0,202.86,3.0,11.0
schembl9489255,0,427.46,0.099,3.0,148.26,3.0,7.0
,0,414.461,0.522,3.0,133.24,3.0,6.0
lsm-5621,0,334.332,-1.651,3.0,146.89,4.0,3.0
,0,588.562,1.339,3.0,160.83,7.0,5.0
,0,670.689,3.056,2.0,149.83,8.0,7.0
(r)-colchicine,0,399.443,2.872,1.0,83.09,3.0,5.0
donepezil,1,379.5,4.361,0.0,38.77,4.0,6.0
zinc2019916,1,414.524,1.569,1.0,94.17,2.0,7.0
tetrabenazine (tetrabenzine),1,317.429,3.238,0.0,38.77,3.0,4.0
glaziovine,1,297.354,2.266,1.0,49.77,4.0,1.0
,0,608.549,-1.09,8.0,238.2,5.0,7.0
panamesine,1,426.469,2.733,1.0,80.7,5.0,5.0
femoxetine,1,311.425,3.81,0.0,21.7,3.0,5.0
zinc731,1,327.406,0.167,2.0,101.73,2.0,5.0
unii-xm8p5rbs8n,1,421.494,1.876,2.0,101.73,3.0,7.0
chembl2115071,1,370.449,1.92,1.0,62.24,3.0,6.0
venlafaxine,1,277.408,3.036,1.0,32.7,2.0,5.0
unii-lkz81zc6tn,1,322.235,4.579,0.0,12.47,3.0,2.0
perimetazine,1,384.545,4.391,1.0,35.94,4.0,5.0
(r)-meprotixol,1,329.465,3.738,1.0,32.7,3.0,5.0
ram-327,1,333.428,1.478,2.0,62.16,4.0,2.0
,1,608.688,4.314,1.0,117.78,6.0,8.0
schembl13091350,1,299.37,1.933,0.0,38.77,5.0,1.0
,1,341.407,2.421,0.0,48.0,5.0,2.0
"(4s,4as,7s,7as,12br)-9-methoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",1,299.37,1.501,1.0,41.93,5.0,1.0
,1,301.386,1.725,1.0,41.93,5.0,1.0
"(4r,4ar,7ar,12bs)-4a-hydroxy-9-methoxy-3-methyl-2,4,5,6,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",1,315.369,1.048,1.0,59.0,5.0,1.0
epigalantamine,1,287.359,1.85,1.0,41.93,4.0,1.0
,1,285.343,1.159,2.0,50.72,5.0,1.0
,1,406.482,2.985,0.0,60.89,6.0,3.0
,0,645.665,2.246,6.0,210.23,6.0,6.0
chembl3351107,0,543.525,0.001,6.0,206.07,5.0,5.0
"(2s)-2-amino-n-[(2s,3r,4r,6s)-3-hydroxy-2-methyl-6-[[(1s,3r)-3,5,12-trihydroxy-3-(2-hydroxyacetyl)-10-methoxy-6,11-dioxo-2,4-dihydro-1h-tetracen-1-yl]oxy]oxan-4-yl]-4-methylpentanamide",0,656.685,0.532,7.0,235.17,5.0,9.0
"(7s,9r)-7-[(2r,4r,6s)-4-amino-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7h-tetracene-5,12-dione",0,527.526,1.03,5.0,185.84,5.0,5.0
,0,627.643,1.552,5.0,204.3,6.0,7.0
,0,527.526,1.029,5.0,185.84,5.0,4.0
"(7r,9r)-9-[(1s)-1,2-dihydroxyethyl]-6,7,9,11-tetrahydroxy-4-methoxy-8,10-dihydro-7h-tetracene-5,12-dione",0,416.382,-0.054,6.0,164.75,4.0,3.0
,1,512.651,2.392,0.0,90.47,4.0,7.0
(r)-anisopirol,1,358.457,3.47,1.0,35.94,3.0,7.0
unii-t8y60nc0y2,1,432.517,2.283,1.0,72.86,3.0,10.0
mephenoxalone,1,223.228,1.182,1.0,56.79,2.0,4.0
,0,379.464,2.532,1.0,88.83,3.0,8.0
pharmakon1600-01505978,1,358.218,1.381,2.0,83.47,1.0,6.0
zinc1605334,1,356.227,0.404,3.0,103.7,1.0,6.0
,1,408.535,3.224,2.0,74.6,4.0,1.0
,1,450.572,3.795,1.0,80.67,4.0,2.0
unii-a0bk6fm64m component gdrgoyfisygshq-cqszacivsa-n,1,324.402,1.808,2.0,84.5,1.0,7.0
(r)-ketoprofen,1,254.285,3.106,1.0,54.37,2.0,4.0
unii-oe8026nxvx,1,293.454,4.505,0.0,3.24,3.0,4.0
,1,623.718,4.036,2.0,128.23,6.0,7.0
amfetaminil,1,250.345,3.472,1.0,35.82,2.0,5.0
(+)-alaproclate,1,255.745,2.552,1.0,52.32,1.0,4.0
(+)-cathinone,1,149.193,1.217,1.0,43.09,1.0,2.0
4-[(2r)-2-aminopropyl]phenol,0,151.209,1.282,2.0,46.25,1.0,2.0
"(2r,5s,6r)-3,3-dimethyl-7-oxo-6-[[(2r)-2-phenoxypropanoyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",0,364.423,1.086,2.0,95.94,3.0,5.0
,0,352.416,-0.226,2.0,96.68,4.0,4.0
zinc245204572,0,383.47,-0.308,3.0,110.18,3.0,5.0
1-[1-(2-thienyl)-2alpha-methylcyclohexan-1beta-yl]piperidine,1,263.45,4.639,0.0,3.24,3.0,2.0
,1,390.495,3.171,2.0,74.6,4.0,2.0
,1,376.468,2.637,2.0,74.6,4.0,2.0
,1,394.458,2.729,2.0,74.6,4.0,2.0
,1,444.515,3.469,2.0,74.6,4.0,2.0
,1,374.477,1.804,3.0,94.83,4.0,2.0
,1,428.447,2.141,3.0,94.83,4.0,2.0
,1,521.437,4.869,1.0,93.81,5.0,4.0
,1,408.922,2.165,3.0,94.83,4.0,2.0
"(8s,9r,10s,11r,13s,14s,16r,17s)-9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-7,8,11,12,14,15,16,17-octahydro-6h-cyclopenta[a]phenanthren-3-one",1,376.468,2.781,2.0,74.6,4.0,2.0
,1,412.904,3.975,1.0,54.37,4.0,2.0
,1,392.467,1.752,3.0,94.83,4.0,2.0
,1,408.922,2.021,3.0,94.83,4.0,2.0
"morpholine, 3-methyl-2-phenyl-, (2r,3s)-",1,177.247,1.736,1.0,21.26,2.0,1.0
,0,924.091,0.712,12.0,319.61,3.0,3.0
,0,780.949,2.218,6.0,203.06,8.0,7.0
,0,924.091,0.712,12.0,319.61,3.0,3.0
unii-wo31v62797 component pshbcuhyclagpz-zbinzkhdsa-n,1,295.766,2.893,1.0,47.56,3.0,2.0
chembl2367803,1,231.339,2.546,1.0,23.47,3.0,0.0
zinc100218256,1,271.404,3.326,1.0,23.47,4.0,2.0
aztreonam,0,435.44,-1.172,4.0,201.58,2.0,7.0
"(1r,9r,13s)-1,13-dimethyl-10-(2-phenylethyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",1,321.464,4.159,1.0,23.47,4.0,3.0
fluotracen,1,347.424,5.644,0.0,3.24,3.0,4.0
tocris-1622,1,268.36,2.219,2.0,55.12,2.0,5.0
zinc31297920,1,288.347,0.993,0.0,49.85,3.0,3.0
,1,378.44,1.65,3.0,94.83,4.0,2.0
,1,464.577,3.93,2.0,74.6,6.0,2.0
,1,460.523,1.973,3.0,138.2,4.0,6.0
,1,392.879,1.983,2.0,91.67,4.0,2.0
,1,378.44,1.506,3.0,94.83,4.0,2.0
,1,376.449,0.817,3.0,111.9,4.0,2.0
,1,348.483,2.747,2.0,74.6,4.0,2.0
"(3r,5s)-3,5-dimethyl-1-adamantanamine",1,179.307,2.694,1.0,26.02,4.0,0.0
,1,360.45,1.99,2.0,91.67,4.0,2.0
10.alpha.-testosterone,1,288.431,3.879,1.0,37.3,4.0,0.0
,1,380.456,1.874,3.0,94.83,4.0,2.0
,1,486.649,4.303,2.0,100.9,5.0,6.0
,0,360.45,2.003,2.0,83.83,5.0,2.0
ecenofloxacin,0,372.4,1.742,2.0,101.45,5.0,3.0
unii-w8rd4n93r2 component qvfwzncvpcjqop-ritpcoansa-n,1,265.564,2.241,2.0,49.69,0.0,4.0
(r)-trimipramine,1,294.442,4.121,0.0,6.48,3.0,4.0
zinc582,1,330.453,3.169,0.0,40.62,3.0,4.0
unii-d8xjm5vp3f,1,323.465,4.359,0.0,30.27,3.0,4.0
(r)-trifluomeprazine,1,366.452,5.506,0.0,6.48,3.0,4.0
(r)-trimeprazine,1,298.455,4.487,0.0,6.48,3.0,4.0
zinc33827953,0,317.86,4.57,0.0,12.47,2.0,6.0
zinc5141713,1,296.374,2.736,1.0,48.47,3.0,3.0
l-dimethylamphetamine,1,163.264,2.179,0.0,3.24,1.0,3.0
,1,324.384,2.99,3.0,65.63,3.0,5.0
zinc6036855,1,359.538,5.894,1.0,12.03,4.0,6.0
,0,288.281,-0.71,3.0,130.16,2.0,4.0
zinc3872561,0,285.321,0.374,2.0,87.07,3.0,3.0
,0,233.22,0.122,2.0,77.84,2.0,2.0
naranol,1,283.371,2.661,1.0,32.7,4.0,0.0
zinc40163458,1,328.799,3.214,1.0,41.57,4.0,1.0
zinc40163149,1,363.244,3.867,1.0,41.57,4.0,1.0
,1,237.343,2.504,1.0,40.54,3.0,2.0
,1,474.55,2.219,3.0,138.2,4.0,6.0
,1,408.897,3.35,1.0,71.44,4.0,2.0
,1,410.913,3.142,2.0,74.6,4.0,2.0
,1,496.575,3.76,2.0,100.9,5.0,4.0
zinc40476855,1,372.461,2.012,2.0,91.67,4.0,2.0
,1,444.902,2.41,3.0,94.83,4.0,2.0
,1,428.903,3.09,2.0,74.6,4.0,2.0
,1,410.457,1.844,3.0,94.83,4.0,2.0
,1,494.575,3.441,2.0,100.9,4.0,3.0
,1,410.913,2.998,2.0,74.6,4.0,2.0
,1,495.031,4.595,1.0,80.67,4.0,3.0
,1,346.467,3.436,2.0,74.6,4.0,1.0
,1,478.576,4.326,1.0,80.67,4.0,3.0
chembl149268,1,329.743,3.426,1.0,84.6,3.0,2.0
nuo8nhr7wb,1,191.23,1.263,1.0,38.33,2.0,1.0
,0,852.946,0.88,4.0,227.96,6.0,6.0
,0,513.499,-0.007,6.0,196.84,5.0,4.0
"cis-3,4-dimethyl-2-phenylmorpholine",1,191.274,2.078,0.0,12.47,2.0,1.0
ketazocine,1,285.387,2.967,1.0,40.54,4.0,2.0
zinc1851098,0,444.44,-0.504,6.0,181.62,4.0,2.0
,1,496.575,3.556,2.0,93.06,6.0,3.0
,1,392.879,1.9,3.0,94.83,4.0,2.0
,1,358.434,1.766,2.0,91.67,4.0,2.0
,1,360.45,1.558,3.0,94.83,4.0,2.0
,1,413.341,3.166,2.0,74.6,4.0,2.0
,1,346.467,2.811,2.0,74.6,4.0,2.0
,0,360.45,1.846,2.0,91.67,4.0,3.0
,1,462.539,2.197,3.0,138.2,4.0,6.0
,1,378.534,2.719,3.0,74.6,4.0,2.0
,1,245.366,3.114,2.0,46.25,3.0,0.0
zinc3881869,0,272.388,3.609,2.0,40.46,4.0,0.0
zinc37263687,1,394.439,0.62,4.0,115.06,4.0,2.0
"(6s,8s,9r,10s,11r,13s,14s,16s,17s)-6,9-difluoro-11,16,17-trihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",1,412.429,0.568,4.0,115.06,4.0,2.0
ncgc00016649-01,1,305.374,1.943,1.0,69.59,3.0,4.0
(-)-alpha-tocopherol,1,430.717,8.84,1.0,29.46,2.0,12.0
,0,553.769,4.358,4.0,101.9,4.0,10.0
,0,567.796,4.748,4.0,101.9,4.0,9.0
"(6s,7r)-7-[[(2r)-2-(4-hydroxyphenyl)-2-[(6-methyl-4-oxo-1h-pyridine-3-carbonyl)amino]acetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",0,612.65,-0.086,5.0,212.5,5.0,9.0
77518-08-2,1,192.306,1.951,1.0,29.26,1.0,3.0
,0,1257.454,0.063,6.0,355.21,7.0,8.0
ncgc00160499-01,1,202.301,2.208,1.0,15.27,3.0,0.0
dimemorfan (inn),1,255.405,3.683,0.0,3.24,4.0,0.0
schembl18877133,1,226.323,2.93,1.0,16.96,4.0,0.0
"(2r)-1-(2,6-dimethylphenoxy)propan-2-amine",1,179.263,2.029,1.0,35.25,1.0,3.0
r-toloxatone,1,207.229,1.313,1.0,49.77,2.0,2.0
schembl9384285,1,281.355,3.065,2.0,41.49,4.0,0.0
unii-a41z78sd75 component ipvvzyzttkhxkk-wcqgtbresa-n,1,476.995,4.153,2.0,68.15,1.0,8.0
unii-el82385c45,1,186.258,2.801,0.0,17.82,2.0,2.0
"(6r,7r)-7-[[(2s)-2-hydroxy-2-phenylacetyl]amino]-3-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",0,478.577,1.411,3.0,132.72,4.0,7.0
zinc3830408,0,454.519,-0.636,2.0,156.09,4.0,7.0
,0,493.592,1.083,4.0,158.74,4.0,7.0
,0,461.496,0.832,2.0,145.08,4.0,6.0
zinc2015281,0,470.334,3.202,2.0,112.74,4.0,4.0
"(2s,5r,6s)-6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",0,453.879,2.688,2.0,112.74,4.0,4.0
chembl3558540,0,401.444,1.895,2.0,112.74,4.0,4.0
"(2s,5s,6r)-6-[[[3-(2-chlorophenyl)-5-methyl-4-isoxazolyl]-oxomethyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",0,435.889,2.549,2.0,112.74,4.0,4.0
,1,276.554,3.337,1.0,27.63,2.0,2.0
miconazole,1,416.135,6.455,0.0,27.05,3.0,6.0
,1,344.886,4.117,0.0,24.83,5.0,1.0
zinc31477134,1,353.918,5.578,0.0,3.24,6.0,1.0
zinc1843003,0,375.385,-0.832,4.0,134.54,3.0,6.0
"(6s,7r)-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-7-[[2-(trifluoromethylsulfanyl)acetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",0,470.48,0.294,2.0,130.31,3.0,7.0
,0,453.531,-0.189,2.0,154.1,3.0,8.0
schembl4401823,0,462.513,-0.226,3.0,150.54,4.0,7.0
,1,405.468,3.559,0.0,37.19,5.0,4.0
112058-85-2,1,329.371,3.327,1.0,39.72,4.0,4.0
epurpurin c,0,288.306,3.612,2.0,88.04,2.0,3.0
cc-279,1,172.231,1.787,1.0,35.82,2.0,2.0
unii-7gaq2332nk component nrncyvbfpddjne-ssdottswsa-n,1,176.175,0.809,2.0,62.18,2.0,1.0
,0,460.537,0.474,3.0,133.04,4.0,7.0
,0,536.588,-0.471,4.0,187.41,4.0,8.0
unii-u5xbm7n6a3,1,266.3,1.65,1.0,63.4,3.0,3.0
armodafinil,1,273.357,2.01,1.0,66.15,2.0,5.0
ncgc00016548-01,1,245.662,1.175,2.0,81.78,1.0,5.0
zinc3871892,0,466.41,-2.876,5.0,253.9,2.0,9.0
,1,244.207,-3.011,4.0,143.72,2.0,3.0
schembl147813,1,197.228,2.57,1.0,26.02,1.0,4.0
"2-amino-9-[(2-hydroxyethoxy)methyl]-6,9-dihydro-1h-purine",1,211.225,-0.91,3.0,97.69,2.0,4.0
,0,552.626,-6.399,11.0,297.27,3.0,10.0
(r)-norfluoxetine,1,295.304,4.174,1.0,35.25,2.0,5.0
,0,585.608,-8.424,13.0,331.94,3.0,10.0
,0,571.625,-7.951,13.0,314.87,3.0,11.0
,0,237.332,0.836,4.0,116.97,2.0,1.0
,1,222.317,1.254,3.0,90.95,2.0,1.0
,0,557.598,-8.341,13.0,314.87,3.0,10.0
,0,322.362,-5.116,8.0,203.46,2.0,3.0
,0,484.503,-7.291,11.0,282.61,3.0,6.0
(r)-norfenefrine,0,153.181,0.384,3.0,66.48,1.0,2.0
n-benzyl-(4r)-4-aminomethyl-pyrrolidin-2-one,1,204.273,0.994,1.0,46.33,2.0,3.0
,0,451.521,-5.267,9.0,247.94,3.0,6.0
,0,614.65,-8.895,13.0,353.11,4.0,9.0
,0,483.519,-7.325,11.0,288.4,3.0,6.0
,0,467.52,-6.296,10.0,268.17,3.0,6.0
ncgc00016897-01,0,519.565,-0.71,4.0,193.63,4.0,10.0
hydrazino alcohol,1,48.045,-1.161,3.0,58.28,0.0,0.0
suclofenide,1,364.81,2.035,1.0,97.54,3.0,3.0
"(6s,7r)-7-[[(2r)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-8-oxo-3-(2h-triazol-4-ylsulfanylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",0,462.513,0.041,5.0,174.53,4.0,7.0
zinc1530991,0,349.774,0.711,3.0,112.73,3.0,4.0
ks-00001f6r,0,367.814,0.621,3.0,112.73,3.0,4.0
cis-2-phenylcyclopropylamine,1,133.194,1.501,1.0,26.02,2.0,1.0
d-dopa,0,197.19,0.052,4.0,103.78,1.0,3.0
(e)-cypenamine,1,161.248,2.281,1.0,26.02,2.0,1.0
,1,287.707,-0.499,4.0,117.92,3.0,2.0
,1,263.298,-4.375,7.0,135.27,2.0,5.0
lopac-h-3146,1,214.268,2.187,2.0,59.14,3.0,0.0
(r)-pancopride,1,349.862,2.535,2.0,67.59,5.0,5.0
"(6s,7r)-7-[[(e)-2-(2-amino-1,3-thiazol-4-yl)-4-carboxybut-2-enoyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",0,410.433,-0.048,4.0,162.92,3.0,6.0
,0,545.603,-0.194,4.0,179.55,5.0,8.0
,1,361.485,4.334,1.0,40.54,5.0,3.0
pazinaclone,1,478.936,3.74,0.0,84.86,6.0,3.0
,0,417.512,1.762,2.0,89.95,4.0,6.0
,0,439.544,0.184,4.0,123.13,4.0,6.0
zinc3830475,0,440.492,-0.944,2.0,156.09,4.0,7.0
l-erythro-chloramphenicol,1,323.132,0.909,3.0,112.7,1.0,6.0
,1,329.18,0.464,3.0,112.7,1.0,6.0
,0,672.698,0.555,6.0,239.4,5.0,12.0
zinc3830427,0,542.577,-0.917,4.0,204.91,4.0,9.0
cas-58-85-5,1,244.316,0.797,3.0,78.43,2.0,5.0
unii-x10241g2na,1,358.438,2.125,1.0,67.87,4.0,5.0
schembl8844528,1,329.404,0.526,0.0,69.64,4.0,3.0
rofelodine,1,214.268,1.805,0.0,32.67,3.0,1.0
rolicyprine,1,244.294,0.937,2.0,58.2,3.0,3.0
cinperene,1,388.511,3.786,1.0,49.41,4.0,5.0
(r)-alonimid,1,243.262,1.337,1.0,63.24,3.0,0.0
,1,341.407,1.525,2.0,70.0,6.0,2.0
,1,276.292,-0.177,1.0,83.55,4.0,1.0
"(1r,9s,10r)-17-(cyclopropylmethyl)-3-hydroxy-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-13-one",1,311.425,3.04,1.0,40.54,5.0,2.0
,1,288.734,3.073,2.0,52.57,3.0,1.0
cloxazolam,1,349.217,3.479,1.0,41.57,4.0,1.0
zinc40017477,1,377.213,3.074,1.0,41.57,4.0,1.0
unii-i47khr6imv,1,376.815,2.351,1.0,53.01,4.0,3.0
schembl2108102,1,362.788,2.016,2.0,73.13,3.0,4.0
,1,278.739,1.642,2.0,50.36,4.0,0.0
,1,373.888,2.504,1.0,42.06,4.0,5.0
unii-3042he9he8,1,216.24,1.392,1.0,50.69,3.0,2.0
zinc1081249,1,216.24,0.754,2.0,58.2,3.0,0.0
unii-ke6k6jp8fp component yyganuvabkdfdw-gzmmtyoysa-n,1,221.643,1.254,1.0,46.17,3.0,1.0
unii-l2gwr3us1g component qqwlxnmppfcvcd-secbinfhsa-n,1,280.305,0.11,1.0,83.55,3.0,1.0
pdsp1_001647,1,379.46,2.255,1.0,54.04,5.0,3.0
unii-1287u42u7j,1,211.648,1.764,1.0,38.33,2.0,2.0
unii-8pdi6dy6gv component jejofytvmfvkqa-cqszacivsa-n,1,322.151,2.496,2.0,74.58,3.0,1.0
schembl17256233,1,419.529,1.598,0.0,69.64,7.0,6.0
balaperidone,1,379.435,2.564,1.0,58.1,5.0,4.0
"2-(2,4-difluorophenyl)-1,3-bis(1,3-dihydro-1,2,4-triazol-2-yl)propan-2-ol",1,310.308,-0.236,3.0,75.49,3.0,5.0
zinc403682,1,267.372,3.065,2.0,32.26,3.0,3.0
zinc17354679,1,301.389,4.121,1.0,33.12,4.0,4.0
zinc102036582,1,398.934,3.664,1.0,35.94,4.0,5.0
unii-1o8a15g935 component bjwapforupuxrj-gosisdbhsa-n,1,454.533,4.831,1.0,26.71,4.0,6.0
